,TWI,Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Historical TWI
,17 currency basket,United States dollar,UK pound sterling,Australian dollar,Japanese yen,German deutsche mark,Canadian dollar,South Korean won,Chinese renminbi,Malaysian ringgit,Hong Kong dollar,Indonesian rupiah,Thai baht,Singapore dollar,New Taiwan dollar,Indian rupee,Philippine peso,Vietnamese dong,Base June 1979=100
Notes,,,,,,,,,,,,,,,,,,,
Unit,Index,NZD/USD,NZD/GBP,NZD/AUD,NZD/JPY,NZD/DEM,NZD/CAD,NZD/KRW,NZD/CNY,NZD/MYR,NZD/HKD,NZD/IDR,NZD/THB,NZD/SGD,NZD/TWD,NZD/INR,NZD/PHP,NZD/VND,Index
Series Id,EXRT.DS41.NZB17,EXR.DS11.D06,EXR.DS11.D04,EXR.DS11.D01,EXR.DS11.D05,EXR.DS11.D25,EXR.DS11.D02,EXR.DS11.D12,EXR.DS11.D11,EXR.DS11.D14,EXR.DS11.D08,EXR.DS11.D13,EXR.DS11.D15,EXR.DS11.D09,EXR.DS11.D16,EXR.DS11.D31,EXR.DS11.D32,EXR.DS11.D33,EXRT.DS41.N
31 Jan 1984,74.74,0.6500,0.4621,0.7092,152.42,1.8298,0.8112,519.55,1.3514,1.5213,5.0720,646.30,14.9500,1.3858,26.1495,6.9940,9.1013,0.83,
01 Feb 1984,74.70,0.6500,0.4633,0.7076,152.43,1.8278,0.8124,519.55,1.3514,1.5207,5.0700,645.55,14.9500,1.3848,26.1495,6.9940,9.1013,0.83,
02 Feb 1984,74.69,0.6514,0.4620,0.7068,152.59,1.8165,0.8139,520.21,1.3543,1.5226,5.0796,646.94,14.9822,1.3859,26.2058,7.0091,9.1209,0.83,
03 Feb 1984,74.72,0.6548,0.4584,0.7085,152.70,1.7991,0.8149,522.27,1.3504,1.5290,5.1061,650.32,15.0604,1.3921,26.3426,7.0456,9.1685,0.84,
07 Feb 1984,74.76,0.6535,0.4609,0.7087,152.47,1.8027,0.8129,521.04,1.3572,1.5289,5.0960,649.03,15.0305,1.3926,26.2903,7.0317,9.1503,0.84,
08 Feb 1984,74.67,0.6520,0.4621,0.7066,152.57,1.7957,0.8138,520.49,1.3541,1.5247,5.0849,647.54,14.9960,1.3897,26.2300,7.0155,9.1293,0.83,
09 Feb 1984,74.72,0.6543,0.4614,0.7038,152.85,1.7961,0.8162,521.67,1.3589,1.5304,5.1016,649.82,15.0489,1.3943,26.3225,7.0403,9.1615,0.84,
10 Feb 1984,74.77,0.6548,0.4626,0.7028,153.23,1.7958,0.8145,521.74,1.3599,1.5319,5.1042,650.32,15.0604,1.3960,26.3426,7.0456,9.1685,0.84,
13 Feb 1984,74.73,0.6545,0.4617,0.7032,153.15,1.7890,0.8157,522.09,1.3593,1.5312,5.0966,650.02,15.0535,1.3951,26.3305,7.0490,9.1643,0.84,
14 Feb 1984,74.72,0.6548,0.4611,0.7028,153.29,1.7899,0.8169,522.07,1.3599,1.5319,5.0924,650.32,15.0604,1.3954,26.3426,7.0456,9.1685,0.84,
15 Feb 1984,74.72,0.6582,0.4574,0.7021,153.56,1.7788,0.8208,524.52,1.3560,1.5379,5.1208,653.70,15.1386,1.4013,26.4794,7.0757,9.2161,0.84,
16 Feb 1984,74.74,0.6592,0.4579,0.7003,153.79,1.7686,0.8232,524.66,1.3526,1.5382,5.1319,654.69,15.1616,1.4015,26.5196,7.0798,9.2301,0.84,
17 Feb 1984,74.82,0.6617,0.4570,0.6983,153.91,1.7687,0.8250,525.99,1.3577,1.5441,5.1480,657.17,15.2191,1.4068,26.6202,7.1067,9.2651,0.85,
20 Feb 1984,74.87,0.6619,0.4562,0.6989,154.09,1.7739,0.8250,526.54,1.3582,1.5462,5.1569,657.37,15.2237,1.4087,26.6282,7.1022,9.2679,0.85,
21 Feb 1984,74.90,0.6613,0.4570,0.6985,154.22,1.7756,0.8249,526.20,1.3569,1.5465,5.1568,656.78,15.2099,1.4089,26.6041,7.1024,9.2595,0.85,
22 Feb 1984,74.92,0.6606,0.4573,0.7040,154.32,1.7754,0.8255,526.30,1.3555,1.5432,5.1500,656.08,15.1938,1.4054,26.5825,7.0948,9.2497,0.85,
23 Feb 1984,74.82,0.6614,0.4554,0.7018,154.11,1.7607,0.8275,526.28,1.3571,1.5434,5.1483,656.88,15.2122,1.4065,26.6214,7.1101,9.2609,0.85,
24 Feb 1984,74.84,0.6635,0.4535,0.7007,154.67,1.7563,0.8295,527.55,1.3614,1.5483,5.1640,658.96,15.2605,1.4106,26.7125,7.1326,9.2903,0.85,
27 Feb 1984,74.91,0.6642,0.4515,0.7045,154.76,1.7469,0.8308,527.44,1.3629,1.5502,5.1668,659.66,15.2766,1.4121,26.7341,7.1335,9.3001,0.85,
28 Feb 1984,74.91,0.6655,0.4489,0.7061,155.06,1.7350,0.8343,528.61,1.3655,1.5519,5.1776,660.95,15.3065,1.4122,26.7930,7.1209,9.3183,0.85,
29 Feb 1984,74.91,0.6663,0.4472,0.7056,155.45,1.7367,0.8340,528.58,1.3672,1.5535,5.1865,661.74,15.3249,1.4132,26.7986,7.1227,9.3295,0.85,
01 Mar 1984,74.93,0.6661,0.4479,0.7058,155.41,1.7399,0.8257,528.45,1.3668,1.5540,5.1849,663.59,15.3203,1.4135,26.7772,7.1139,9.3267,0.85,
02 Mar 1984,74.93,0.6665,0.4491,0.7059,155.47,1.7263,0.8335,528.80,1.3676,1.5493,5.1847,663.99,15.3295,1.4096,26.7866,7.1182,9.3323,0.85,
05 Mar 1984,74.70,0.6693,0.4507,0.7064,152.60,1.7308,0.8300,530.35,1.3733,1.5267,5.2112,666.78,15.3939,1.3888,26.8925,7.1414,9.3715,0.86,
06 Mar 1984,74.67,0.6726,0.4529,0.7041,149.99,1.7296,0.8449,532.30,1.3732,1.5349,5.2315,670.06,15.4698,1.3973,27.0251,7.1766,9.4177,0.86,
07 Mar 1984,74.72,0.6742,0.4537,0.7046,149.81,1.7088,0.8471,532.89,1.3765,1.5412,5.2439,671.66,15.5066,1.4091,27.0826,7.1937,9.4401,0.86,
08 Mar 1984,74.75,0.6707,0.4563,0.7042,150.24,1.7203,0.8457,530.12,1.3748,1.5409,5.2174,668.17,15.4261,1.4061,26.9286,7.1564,9.3911,0.86,
09 Mar 1984,74.71,0.6716,0.4573,0.7046,149.23,1.7206,0.8506,531.44,1.3766,1.5359,5.2257,669.07,15.4468,1.4010,26.9580,7.1660,9.4037,0.86,
12 Mar 1984,74.71,0.6690,0.4577,0.7023,149.86,1.7287,0.8540,530.05,1.3837,1.5340,5.2195,666.48,15.3870,1.3985,26.8336,7.1516,9.3673,0.86,
13 Mar 1984,74.65,0.6689,0.4591,0.6998,150.03,1.7345,0.8519,530.64,1.3835,1.5278,5.2168,666.38,15.3847,1.3940,26.8229,7.1572,9.3659,0.86,
14 Mar 1984,74.72,0.6732,0.4572,0.6974,150.12,1.7291,0.8573,533.38,1.3854,1.5329,5.2510,670.66,15.4836,1.3979,26.9852,7.1763,9.4261,0.86,
15 Mar 1984,74.67,0.6707,0.4589,0.6956,150.48,1.7314,0.8532,530.72,1.3802,1.5302,5.2308,668.17,15.4261,1.3954,26.8749,7.1631,9.3911,0.86,
16 Mar 1984,74.75,0.6703,0.4602,0.6955,150.28,1.7391,0.8482,531.08,1.3850,1.5340,5.2270,667.77,15.4236,1.3999,26.8455,7.1588,9.3855,0.86,
19 Mar 1984,74.75,0.6673,0.4618,0.6956,150.75,1.7563,0.8506,529.37,1.3842,1.5321,5.2069,664.78,15.3479,1.3953,26.7187,7.1801,9.3435,0.85,
20 Mar 1984,74.72,0.6661,0.4622,0.6976,150.44,1.7478,0.8503,529.08,1.3818,1.5307,5.1956,663.59,15.3203,1.3948,26.6706,7.1739,9.3267,0.85,
21 Mar 1984,74.78,0.6666,0.4635,0.6968,150.72,1.7578,0.8465,529.08,1.3897,1.5325,5.1975,664.09,15.3385,1.3962,26.6773,7.1859,9.3337,0.85,
22 Mar 1984,74.67,0.6645,0.4639,0.7005,150.25,1.7483,0.8426,528.08,1.3853,1.5274,5.1838,661.99,15.2901,1.3905,26.5800,7.1700,9.3043,0.85,
23 Mar 1984,74.62,0.6616,0.4627,0.7061,149.85,1.7466,0.8479,525.71,1.3792,1.5170,5.1605,659.11,15.2168,1.3824,26.4508,7.1387,9.2637,0.85,
26 Mar 1984,74.59,0.6640,0.4611,0.7049,149.60,1.7370,0.8514,526.95,1.3842,1.5206,5.1765,661.50,15.2786,1.3838,26.5334,7.1380,9.2973,0.85,
27 Mar 1984,74.58,0.6672,0.4620,0.6979,149.85,1.7324,0.8538,528.82,1.3840,1.5259,5.2028,664.68,15.3523,1.3874,26.6880,7.1591,9.3421,0.85,
28 Mar 1984,74.65,0.6660,0.4606,0.7075,149.52,1.7253,0.8507,527.21,1.3815,1.5271,5.1948,663.49,15.3247,1.3893,26.6400,7.1528,9.3253,0.85,
29 Mar 1984,74.70,0.6672,0.4600,0.7103,149.26,1.7167,0.8526,528.36,1.3770,1.5292,5.2088,664.68,15.3523,1.3911,26.6847,7.1390,9.3421,0.85,
30 Mar 1984,74.62,0.6659,0.4599,0.7097,149.23,1.7247,0.8474,526.66,1.3744,1.5259,5.1834,663.39,15.3224,1.3897,26.6293,7.1251,9.3239,0.85,
02 Apr 1984,74.59,0.6648,0.4609,0.7091,149.18,1.7179,0.8463,526.39,1.3721,1.5254,5.1908,666.24,15.2970,1.3868,26.5588,7.1532,9.3085,0.85,
03 Apr 1984,74.51,0.6620,0.4642,0.7038,149.08,1.7325,0.8476,524.57,1.3732,1.5196,5.1696,663.43,15.2326,1.3826,26.4337,7.1364,9.2693,0.85,
04 Apr 1984,74.61,0.6639,0.4630,0.7048,149.38,1.7355,0.8486,526.74,1.3771,1.5217,5.1844,665.33,15.2763,1.3856,26.5062,7.1502,9.2959,0.85,
05 Apr 1984,74.64,0.6645,0.4627,0.7070,149.45,1.7314,0.8440,527.21,1.3784,1.5217,5.1858,665.94,15.2901,1.3868,26.5268,7.1567,9.3043,0.85,
06 Apr 1984,74.52,0.6592,0.4652,0.7123,148.72,1.7370,0.8436,523.01,1.3742,1.5122,5.1398,660.62,15.1682,1.3797,26.3021,7.0996,9.2301,0.84,
09 Apr 1984,74.53,0.6602,0.4615,0.7166,148.48,1.7252,0.8427,524.40,1.3763,1.5145,5.1496,661.63,15.1912,1.3818,26.3222,7.1170,9.2441,0.85,
10 Apr 1984,74.59,0.6587,0.4614,0.7244,148.37,1.7297,0.8425,522.61,1.3731,1.5101,5.1385,660.12,15.1567,1.3754,26.2426,7.1140,9.2231,0.84,
11 Apr 1984,74.59,0.6605,0.4598,0.7194,148.61,1.7315,0.8485,524.37,1.3769,1.5109,5.1532,661.93,15.1981,1.3758,26.3044,7.1334,9.2483,0.85,
12 Apr 1984,74.51,0.6625,0.4622,0.7147,147.63,1.7314,0.8444,525.30,1.3810,1.5161,5.1708,663.93,15.2441,1.3800,26.3841,7.1550,9.2763,0.85,
13 Apr 1984,74.63,0.6610,0.4622,0.7212,148.10,1.7328,0.8433,524.31,1.3779,1.5124,5.1598,662.43,15.2096,1.3769,26.3144,7.1388,9.2553,0.85,
16 Apr 1984,74.55,0.6586,0.4625,0.7198,148.31,1.7354,0.8425,522.93,1.3729,1.5075,5.1430,660.02,15.1544,1.3738,26.1991,7.1261,9.2217,0.84,
17 Apr 1984,74.50,0.6586,0.4633,0.7156,148.38,1.7370,0.8428,523.59,1.3729,1.5082,5.1417,660.02,15.1544,1.3732,26.1859,7.1261,9.2217,0.84,
18 Apr 1984,74.54,0.6602,0.4636,0.7145,148.15,1.7363,0.8436,524.20,1.3763,1.5102,5.1568,661.63,15.1912,1.3765,26.2430,7.1368,9.2441,0.85,
19 Apr 1984,74.52,0.6597,0.4641,0.7151,148.13,1.7416,0.8380,524.07,1.3752,1.5110,5.1503,661.12,15.1797,1.3775,26.2165,7.1380,9.2371,0.84,
24 Apr 1984,74.57,0.6582,0.4650,0.7157,147.83,1.7534,0.8404,523.53,1.3858,1.5069,5.1412,659.62,15.1452,1.3733,26.1305,7.1546,9.2161,0.84,
26 Apr 1984,74.54,0.6574,0.4653,0.7155,148.08,1.7585,0.8387,523.55,1.3924,1.5054,5.1356,658.82,15.1268,1.3519,26.0856,7.1591,9.2049,0.84,
27 Apr 1984,74.54,0.6556,0.4676,0.7131,147.87,1.7695,0.8384,522.25,1.3983,1.5013,5.1215,657.02,15.0854,1.3689,26.0142,7.1395,9.1797,0.84,
30 Apr 1984,74.59,0.6551,0.4673,0.7129,148.45,1.7737,0.8401,522.51,1.3973,1.5008,5.1203,656.52,15.0739,1.3678,25.9944,7.1602,9.1727,0.84,
01 May 1984,74.58,0.6551,0.4678,0.7098,148.31,1.7792,0.8446,523.16,1.3973,1.5015,5.1203,659.84,15.0739,1.3682,25.9911,7.1537,9.1727,0.84,
02 May 1984,74.63,0.6550,0.4683,0.7078,148.69,1.7901,0.8484,523.61,1.4055,1.5006,5.1195,659.74,15.0716,1.3676,25.9839,7.1657,9.1713,0.84,
03 May 1984,74.63,0.6568,0.4680,0.7056,148.83,1.7846,0.8470,524.98,1.4094,1.5047,5.1329,661.56,15.1130,1.3714,26.0487,7.1723,9.1965,0.84,
04 May 1984,,0.6597,0.4647,,149.09,1.7815,0.8470,526.64,1.4127,1.5110,5.1496,664.48,15.1797,1.3771,26.1571,7.2039,9.2371,0.84,
07 May 1984,74.73,0.6551,0.4676,0.7109,148.71,1.7983,0.8420,522.97,1.4169,1.5021,5.1176,659.84,15.0739,1.3711,25.9682,7.1930,9.1727,0.84,
08 May 1984,74.62,0.6492,0.4687,0.7140,148.73,1.8047,0.8420,518.58,1.4182,1.4909,5.0754,653.90,14.9381,1.3607,25.7278,7.1412,9.0901,0.83,
09 May 1984,74.63,0.6506,0.4697,0.7110,148.83,1.8048,0.8418,520.02,1.4212,1.4948,5.0857,655.31,14.9703,1.3646,25.7833,7.1566,9.1097,0.83,
10 May 1984,74.62,0.6482,0.4687,0.7175,148.70,1.8065,0.8388,518.56,1.4160,1.4899,5.0683,652.89,14.9151,1.3606,25.6882,7.1950,9.0761,0.83,
11 May 1984,74.60,0.6480,0.4688,0.7184,148.62,1.8008,0.8373,518.66,1.4156,1.4910,5.0654,652.69,14.9105,1.3621,25.6802,7.1928,9.0733,0.83,
14 May 1984,74.55,0.6471,0.4684,0.7190,148.83,1.7938,0.8368,518.07,1.4136,1.4916,5.0590,651.79,14.8898,1.3615,25.6510,7.1569,9.0607,0.83,
15 May 1984,74.58,0.6477,0.4660,0.7200,149.71,1.7796,0.8372,518.81,1.4149,1.4917,5.0637,652.39,14.9036,1.3621,25.6748,7.1506,9.0691,0.83,
16 May 1984,74.67,0.6495,0.4667,0.7188,149.84,1.7745,0.8397,519.66,1.4188,1.4958,5.0758,654.20,14.9450,1.3662,25.7462,7.1575,9.0943,0.83,
17 May 1984,74.46,0.6487,0.4650,0.7105,149.85,1.7787,0.8380,518.38,1.4171,1.4949,5.0709,653.40,14.9266,1.3649,25.7210,7.1487,9.0831,0.83,
18 May 1984,74.71,0.6465,0.4648,0.7228,150.41,1.7902,0.8363,517.26,1.4250,1.4937,5.0530,651.18,14.8760,1.3651,25.6531,7.1244,9.0523,0.83,
21 May 1984,74.66,0.6457,0.4644,0.7235,150.38,1.7905,0.8366,517.27,1.4233,1.4964,5.0468,650.37,14.8576,1.3647,25.6666,7.1285,9.0411,0.83,
22 May 1984,74.63,0.6458,0.4643,0.7224,150.79,1.7808,0.8372,517.35,1.4235,1.4928,5.0482,650.48,14.8599,1.3610,25.6770,7.1296,9.0425,0.83,
23 May 1984,74.63,0.6480,0.4662,0.7151,150.92,1.7710,0.8393,518.46,1.4283,1.4865,5.0654,652.69,14.9105,1.3569,25.7710,7.1539,9.0733,0.83,
24 May 1984,74.60,0.6456,0.4697,0.7173,149.91,1.7867,0.8386,515.96,1.4344,1.4939,5.0467,650.27,14.8553,1.3635,25.6884,7.1403,9.0397,0.83,
25 May 1984,74.63,0.6501,0.4690,0.7168,149.53,1.7578,0.8375,519.56,1.4343,1.5014,5.0812,654.81,14.9588,1.3681,25.8870,7.1901,9.1027,0.83,
28 May 1984,74.57,0.6471,0.4672,0.7200,149.81,1.7563,0.8375,516.84,1.4327,1.4961,5.0574,651.79,14.8898,1.3628,25.7902,7.1505,9.0607,0.83,
29 May 1984,74.55,0.6462,0.4674,0.7194,149.92,1.7563,0.8375,515.80,1.4357,1.4956,5.0501,650.88,14.8691,1.3619,25.7769,7.1534,9.0481,0.83,
30 May 1984,74.64,0.6465,0.4669,0.7227,149.99,1.7765,0.8371,516.68,1.4335,1.4954,5.0524,651.18,14.8760,1.3609,25.8083,7.1374,9.0523,0.83,
31 May 1984,74.57,0.6476,0.4673,0.7187,149.60,1.7686,0.8377,516.98,1.4359,1.4979,5.0610,652.29,14.9013,1.3629,25.8651,7.1560,9.0677,0.83,
01 Jun 1984,74.55,0.6484,0.4669,0.7196,149.78,1.7617,0.8398,517.75,1.4377,1.4952,5.0666,655.02,14.9197,1.3594,25.9101,7.1648,9.0789,0.83,
05 Jun 1984,74.64,0.6523,0.4650,0.7210,149.50,1.7384,0.8450,519.56,1.4305,1.5013,5.0977,658.96,15.0094,1.3682,26.0724,7.1688,9.1335,0.83,
06 Jun 1984,74.72,0.6487,0.4654,0.7262,149.26,1.7397,0.8434,517.01,1.4226,1.4962,5.0638,655.32,14.9266,1.3636,25.9285,7.1227,11.6779,0.83,
07 Jun 1984,74.76,0.6484,0.4643,0.7263,149.71,1.7432,0.8434,517.10,1.4219,1.4942,5.0608,655.02,14.9197,1.3629,25.9036,7.1129,11.6725,0.83,
08 Jun 1984,74.71,0.6482,0.4640,0.7234,149.90,1.7475,0.8430,517.33,1.4215,1.4941,5.0586,654.82,14.9151,1.3638,25.8697,7.1108,11.6689,0.83,
11 Jun 1984,74.75,0.6484,0.4641,0.7231,150.04,1.7422,0.8430,517.75,1.4219,1.4962,5.0601,655.02,14.9197,1.3652,25.8452,7.1259,11.6725,0.83,
12 Jun 1984,74.74,0.6484,0.4641,0.7216,150.04,1.7422,0.8398,517.81,1.4276,1.5014,5.0627,655.02,14.9197,1.3720,25.8258,7.1324,11.6725,0.83,
13 Jun 1984,74.73,0.6463,0.4669,0.7224,150.01,1.7540,0.8402,516.78,1.4230,1.4933,5.0470,652.90,14.8714,1.3637,25.7163,7.1222,11.6347,0.83,
14 Jun 1984,74.78,0.6468,0.4667,0.7236,150.06,1.7561,0.8416,517.05,1.4241,1.4902,5.0522,653.40,14.8829,1.3609,25.7038,7.1277,11.6437,0.83,
15 Jun 1984,74.63,0.6448,0.4659,0.7258,149.44,1.7539,0.8326,515.00,1.4240,1.4879,5.0378,651.38,14.8368,1.3586,25.6372,7.1057,11.6077,0.83,
18 Jun 1984,74.71,0.6427,0.4661,0.7291,149.62,1.7655,0.8345,513.97,1.4264,1.4856,5.0233,649.26,14.7885,1.3609,25.5859,7.0954,11.5699,0.82,
19 Jun 1984,74.71,0.6423,0.4668,0.7286,149.72,1.7689,0.8354,514.03,1.4185,1.4844,5.0202,648.86,14.7793,1.3556,25.5957,7.0974,11.5627,0.82,
20 Jun 1984,74.69,0.6427,0.4667,0.7272,149.56,1.7732,0.8307,514.55,1.4336,1.4866,5.0246,649.26,14.7885,1.3580,25.6116,7.1147,11.5699,0.82,
21 Jun 1984,74.70,0.6399,0.4682,0.7321,149.49,1.7742,0.8311,512.94,1.4274,1.4801,5.0027,646.43,14.7241,1.3526,25.4936,7.1285,11.5195,0.82,
22 Jun 1984,74.68,0.6382,0.4672,0.7356,149.53,1.7729,0.8314,512.22,1.4307,1.4778,4.9901,644.72,14.6850,1.3508,25.4195,7.1095,11.4889,0.82,
25 Jun 1984,74.63,0.6355,0.4669,0.7357,150.04,1.7749,0.8275,510.50,1.4246,1.4772,4.9683,641.99,14.6229,1.3533,25.2929,7.0985,11.4403,0.81,
26 Jun 1984,74.54,0.6318,0.4678,0.7383,150.37,1.7681,0.8303,508.16,1.4234,1.4629,4.9388,638.25,14.5377,1.3413,25.1330,7.0635,11.3737,0.81,
27 Jun 1984,74.55,0.6352,0.4676,0.7318,150.13,1.7583,0.8324,510.26,1.4310,1.4740,4.9654,641.69,14.6223,1.3517,25.2556,7.0888,11.4349,0.81,
28 Jun 1984,74.72,0.6335,0.4699,0.7395,150.45,1.7662,0.8343,508.89,1.4272,1.4694,4.9521,639.97,14.5832,1.3519,25.1753,7.1015,11.4043,0.81,
29 Jun 1984,74.67,0.6352,0.4693,0.7331,150.61,1.7653,0.8368,510.89,1.4310,1.4730,4.9666,641.69,14.6096,1.3542,25.2238,7.1206,11.4349,0.81,
02 Jul 1984,74.73,0.6347,0.4670,0.7397,150.43,1.7645,0.8323,509.92,1.4299,1.4744,4.9589,647.80,14.6108,1.3560,25.1849,7.1213,11.4259,0.81,
03 Jul 1984,74.84,0.6369,0.4677,0.7378,150.71,1.7643,0.8291,512.32,1.4349,1.4795,4.9793,650.05,14.6614,1.3642,25.2595,7.1588,11.4655,0.82,
04 Jul 1984,74.55,0.6290,0.4708,0.7366,150.65,1.7706,0.8286,506.60,1.4228,1.4618,4.9182,641.98,14.4796,1.3479,24.9336,7.0700,11.3233,0.81,
05 Jul 1984,74.58,0.6295,0.4708,0.7367,150.76,1.7708,0.8280,507.06,1.4296,1.4636,4.9227,642.49,14.4911,1.3496,24.9408,7.0819,11.3323,0.81,
06 Jul 1984,74.88,0.6341,0.4746,0.7405,149.97,1.7672,0.8277,511.40,1.4501,1.4749,4.9593,647.19,14.5970,1.3589,25.1104,7.1336,11.4151,0.81,
09 Jul 1984,74.44,0.6234,0.4730,0.7429,150.40,1.7661,0.8231,503.21,1.4257,1.4547,4.8862,636.27,14.3507,1.3403,24.6617,7.0382,11.2224,0.80,
10 Jul 1984,74.34,0.6225,0.4730,0.7436,150.09,1.7498,0.8248,503.10,1.4236,1.4498,4.8804,635.35,14.3300,1.3359,24.6137,7.0280,11.2062,0.80,
11 Jul 1984,74.37,0.6186,0.4744,0.7513,149.83,1.7575,0.8280,499.83,1.4147,1.4450,4.8467,631.37,14.2402,1.3272,24.3914,7.0026,11.1360,0.79,
12 Jul 1984,74.30,0.6161,0.4714,0.7568,149.71,1.7602,0.8256,498.42,1.4090,1.4420,4.8364,628.82,14.1826,1.3234,24.3421,6.9743,11.0910,0.79,
13 Jul 1984,74.00,0.6175,0.4710,0.7432,149.55,1.7580,0.8170,499.99,1.4192,1.4453,4.8505,630.25,14.2149,1.3218,24.3974,6.9901,11.1162,0.79,
16 Jul 1984,,,,,,,,,,,,,,,,,,,
17 Jul 1984,,,,,,,,,,,,,,,,,,,
18 Jul 1984,59.76,0.4970,0.3774,0.6022,120.63,1.4182,0.6671,402.12,1.1445,1.1680,3.8900,507.26,11.4409,1.0695,19.6414,5.6509,8.9470,0.64,
19 Jul 1984,59.72,0.4975,0.3773,0.5999,121.04,1.4206,0.6623,403.02,1.1456,1.1684,3.8984,507.77,11.4525,1.0691,19.6463,5.6715,8.9560,0.64,
20 Jul 1984,59.68,0.4983,0.3754,0.5989,121.09,1.4182,0.6579,403.67,1.1475,1.1713,3.9027,508.58,11.4709,1.0718,19.6679,5.6806,8.9704,0.64,
23 Jul 1984,59.60,0.4954,0.3737,0.6015,121.28,1.4166,0.6545,401.82,1.1466,1.1674,3.8834,505.63,11.4041,1.0691,19.5386,5.6921,8.9182,0.63,
24 Jul 1984,59.57,0.4936,0.3732,0.6016,121.92,1.4191,0.6527,400.85,1.1481,1.1619,3.8738,503.79,11.3627,1.0642,19.4528,5.6567,8.8858,0.63,
25 Jul 1984,59.62,0.4963,0.3740,0.5972,121.84,1.4217,0.6544,402.85,1.1543,1.1623,3.8950,506.54,11.4248,1.0675,19.5443,5.6926,8.9344,0.64,
26 Jul 1984,59.70,0.4996,0.3737,0.5949,121.95,1.4189,0.6553,405.03,1.1574,1.1618,3.9174,509.91,11.5008,1.0696,19.6593,5.7204,8.9938,0.64,
27 Jul 1984,59.66,0.4973,0.3767,0.5949,121.50,1.4226,0.6520,402.66,1.1566,1.1595,3.8998,507.56,11.4478,1.0687,19.5538,5.6941,8.9524,0.64,
30 Jul 1984,59.56,0.4945,0.3755,0.5985,121.10,1.4252,0.6502,400.89,1.1558,1.1594,3.8813,504.71,11.3834,1.0647,19.4141,5.6966,8.9020,0.63,
31 Jul 1984,59.66,0.4957,0.3784,0.5945,121.60,1.4306,0.6485,402.21,1.1586,1.1624,3.8898,505.93,11.4110,1.0677,19.4463,5.7253,8.9236,0.63,
01 Aug 1984,59.58,0.4927,0.3787,0.5940,121.55,1.4370,0.6470,400.07,1.1551,1.1574,3.8647,511.06,11.3420,1.0630,19.3138,5.6956,8.8696,0.63,
02 Aug 1984,59.73,0.4971,0.3782,0.5950,121.14,1.4399,0.6482,403.50,1.1596,1.1657,3.8953,515.63,11.4432,1.0713,19.4714,5.7465,8.9488,0.64,
03 Aug 1984,59.72,0.4967,0.3786,0.5950,121.34,1.4358,0.6538,402.77,1.1587,1.1586,3.8907,515.21,11.4340,1.0654,19.4408,5.7419,8.9416,0.64,
06 Aug 1984,59.71,0.5014,0.3756,0.5904,120.71,1.4300,0.6528,406.08,1.1638,1.1693,3.9270,520.09,11.5422,1.0760,19.6098,5.7661,9.0262,0.64,
07 Aug 1984,59.76,0.4986,0.3783,0.5940,120.91,1.4380,0.6478,403.97,1.1573,1.1662,3.9060,517.18,11.4778,1.0742,19.4853,5.7588,8.9758,0.64,
08 Aug 1984,59.66,0.4957,0.3787,0.5926,121.20,1.4465,0.6480,402.11,1.1678,1.1585,3.8893,514.17,11.4110,1.0645,19.3720,5.7303,8.9236,0.63,
09 Aug 1984,59.71,0.4983,0.3786,0.5899,121.19,1.4456,0.6506,403.72,1.1681,1.1630,3.9067,516.87,11.4709,1.0689,19.4785,5.7653,8.9704,0.64,
10 Aug 1984,59.77,0.4999,0.3784,0.5913,120.80,1.4377,0.6521,404.52,1.1651,1.1675,3.9192,518.53,11.4977,1.0738,19.5361,5.7838,8.9992,0.64,
13 Aug 1984,59.65,0.4967,0.3800,0.5901,120.55,1.4444,0.6495,401.43,1.1805,1.1613,3.8961,515.21,11.4340,1.0669,19.4110,5.7468,8.9416,0.64,
14 Aug 1984,59.72,0.4988,0.3779,0.5918,120.71,1.4368,0.6532,403.63,1.1784,1.1617,3.9121,517.39,11.4724,1.0669,19.4931,5.7661,8.9794,0.64,
15 Aug 1984,59.82,0.5014,0.3784,0.5928,120.44,1.4374,0.6522,405.48,1.1846,1.1683,3.9310,520.09,11.5422,1.0750,19.5947,5.7761,9.0262,0.64,
16 Aug 1984,59.74,0.5010,0.3774,0.5930,120.29,1.4279,0.6536,404.91,1.1836,1.1658,3.9253,519.67,11.5330,1.0709,19.5791,5.7916,9.0190,0.64,
17 Aug 1984,59.79,0.5008,0.3780,0.5924,120.65,1.4293,0.6549,404.60,1.1831,1.1664,3.9258,519.46,11.5284,1.0722,19.5713,5.7892,9.0154,0.64,
20 Aug 1984,59.78,0.5018,0.3791,0.5883,120.63,1.4316,0.6522,405.30,1.1855,1.1694,3.9351,520.50,11.5514,1.0751,19.6103,5.7958,9.0334,0.64,
