,TWI,Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Historical TWI
,17 currency basket,United States dollar,UK pound sterling,Australian dollar,Japanese yen,German deutsche mark,Canadian dollar,South Korean won,Chinese renminbi,Malaysian ringgit,Hong Kong dollar,Indonesian rupiah,Thai baht,Singapore dollar,New Taiwan dollar,Indian rupee,Philippine peso,Vietnamese dong,Base June 1979=100
Notes,,,,,,,,,,,,,,,,,,,
Unit,Index,NZD/USD,NZD/GBP,NZD/AUD,NZD/JPY,NZD/DEM,NZD/CAD,NZD/KRW,NZD/CNY,NZD/MYR,NZD/HKD,NZD/IDR,NZD/THB,NZD/SGD,NZD/TWD,NZD/INR,NZD/PHP,NZD/VND,Index
Series Id,EXRT.DS41.NZB17,EXR.DS11.D06,EXR.DS11.D04,EXR.DS11.D01,EXR.DS11.D05,EXR.DS11.D25,EXR.DS11.D02,EXR.DS11.D12,EXR.DS11.D11,EXR.DS11.D14,EXR.DS11.D08,EXR.DS11.D13,EXR.DS11.D15,EXR.DS11.D09,EXR.DS11.D16,EXR.DS11.D31,EXR.DS11.D32,EXR.DS11.D33,EXRT.DS41.N
12 Apr 1991,59.78,0.5907,0.3302,0.7540,80.24,0.9874,0.6796,420.37,3.0847,1.6175,4.6015,1’124.07,14.9734,1.0385,15.8191,11.6959,16.5160,5’316.30,59.0
15 Apr 1991,59.66,0.5894,0.3305,0.7521,79.59,0.9882,0.6771,427.75,3.1058,1.6117,4.5914,1’128.69,15.0127,1.0331,16.1082,11.6524,16.4796,5’304.60,58.8
16 Apr 1991,59.80,0.5915,0.3302,0.7590,79.48,0.9877,0.6797,429.28,3.1169,1.6152,4.6071,1’132.71,15.0662,1.0345,15.8168,11.6703,16.5324,5’323.50,59.0
17 Apr 1991,59.77,0.5905,0.3300,0.7566,79.62,0.9846,0.6794,428.55,3.1116,1.6125,4.5993,1’130.79,15.0408,1.0354,16.0969,11.6447,16.4897,5’314.50,58.9
18 Apr 1991,60.03,0.5912,0.3314,0.7592,80.46,0.9881,0.6810,429.06,3.1153,1.6166,4.6047,1’132.13,15.0586,1.0387,15.8516,11.7649,16.4915,5’320.80,59.2
19 Apr 1991,60.41,0.5894,0.3374,0.7609,81.39,1.0096,0.6808,427.75,3.1058,1.6201,4.5932,1’128.69,15.0127,1.0461,15.8667,11.7291,16.4319,5’304.60,59.5
22 Apr 1991,60.55,0.5869,0.3427,0.7604,81.52,1.0241,0.6802,425.94,3.1016,1.6204,4.5727,1’123.90,15.0526,1.0456,16.1103,11.8847,16.3540,5’282.10,59.7
23 Apr 1991,60.59,0.5876,0.3457,0.7606,81.52,1.0332,0.6799,426.45,3.1053,1.6223,4.5792,1’125.24,15.0705,1.0450,15.8242,11.8871,16.3705,5’288.40,59.8
24 Apr 1991,60.34,0.5880,0.3430,0.7573,80.67,1.0237,0.6788,426.74,3.1074,1.6216,4.5844,1’126.01,15.0808,1.0442,15.7818,11.8776,16.3799,5’292.00,59.5
26 Apr 1991,60.22,0.5856,0.3457,0.7532,80.66,1.0221,0.6746,424.99,3.0947,1.6150,4.5647,1’121.41,15.0192,1.0379,15.7352,11.8584,16.3084,5’270.40,59.3
29 Apr 1991,60.47,0.5853,0.3507,0.7524,81.26,1.0400,0.6750,424.78,3.0931,1.6173,4.5623,1’120.83,15.0308,1.0439,16.0374,11.8465,16.2977,5’267.70,59.6
30 Apr 1991,60.15,0.5864,0.3489,0.7502,80.46,1.0264,0.6761,425.58,3.0989,1.6177,4.5705,1’122.94,15.0591,1.0335,15.7740,11.8336,16.3265,5’277.60,59.3
01 May 1991,60.00,0.5889,0.3387,0.7535,80.34,0.9966,0.6784,427.39,3.1122,1.6152,4.5900,1’127.73,15.1233,1.0339,15.7941,11.8958,16.3962,5’373.71,59.1
02 May 1991,60.06,0.5860,0.3402,0.7546,80.84,1.0016,0.6733,425.28,3.0968,1.6134,4.5674,1’122.18,15.0488,1.0355,15.7016,11.8431,16.3137,5’347.25,59.2
03 May 1991,60.02,0.5851,0.3398,0.7517,80.62,1.0042,0.6738,424.63,3.0921,1.6118,4.5597,1’120.45,15.0257,1.0426,15.7391,11.8249,16.2868,5’339.04,59.1
06 May 1991,60.37,0.5874,0.3446,0.7552,81.14,1.0196,0.6761,425.50,3.1042,1.6195,4.5776,1’127.88,15.0423,1.0406,16.0068,11.9536,16.3491,5’360.03,59.5
07 May 1991,60.34,0.5885,0.3440,0.7537,81.46,1.0189,0.6775,426.29,3.1100,1.6212,4.5862,1’129.99,15.0704,1.0387,15.7775,11.9936,16.3774,5’370.06,59.5
08 May 1991,60.31,0.5888,0.3412,0.7532,81.23,1.0113,0.6781,426.51,3.1116,1.6234,4.5875,1’130.57,15.0781,1.0427,15.9092,11.9821,16.3839,5’372.80,59.4
09 May 1991,60.46,0.5901,0.3433,0.7520,81.56,1.0221,0.6801,427.45,3.1185,1.6274,4.5987,1’133.06,15.1114,1.0433,15.8736,12.0734,16.4189,5’384.66,59.5
10 May 1991,60.41,0.5891,0.3425,0.7535,81.70,1.0172,0.6782,426.73,3.1132,1.6238,4.5902,1’131.14,15.0858,1.0415,15.9173,12.0530,16.3899,5’375.54,59.5
13 May 1991,60.35,0.5884,0.3409,0.7546,81.74,1.0108,0.6766,426.22,3.1095,1.6232,4.5843,1’130.89,15.0910,1.0414,16.0809,12.0504,16.3705,5’369.15,59.5
14 May 1991,60.21,0.5874,0.3390,0.7544,81.70,1.0057,0.6761,425.50,3.1042,1.6204,4.5765,1’127.88,15.0423,1.0396,15.8714,12.0300,16.3426,5’360.03,59.4
15 May 1991,,,,,,,,,,,,,,,,,,,
16 May 1991,60.25,0.5918,0.3366,0.7544,81.18,0.9977,0.6805,428.69,3.1275,1.6281,4.6087,1’136.33,15.1549,1.0439,15.9847,12.1201,16.4627,5’400.18,59.4
17 May 1991,60.41,0.5911,0.3386,0.7551,81.36,1.0032,0.6797,428.18,3.1238,1.6315,4.6047,1’134.98,15.1022,1.0480,15.9658,12.1057,16.4420,5’393.79,59.4
20 May 1991,60.54,0.5893,0.3456,0.7542,81.64,1.0301,0.6774,426.87,3.1273,1.6293,4.5906,1’131.53,15.1141,1.0454,16.0822,12.1985,16.3914,5’377.36,59.7
21 May 1991,60.33,0.5889,0.3428,0.7527,81.43,1.0183,0.6767,426.58,3.1252,1.6259,4.5868,1’130.76,15.1039,1.0429,15.9119,12.1608,16.3797,5’373.71,59.5
22 May 1991,60.22,0.5874,0.3390,0.7591,80.66,1.0081,0.6755,425.50,3.1172,1.6240,4.5748,1’127.88,15.0654,1.0411,15.8406,12.1357,16.3374,5’360.03,59.3
23 May 1991,60.10,0.5842,0.3387,0.7642,80.69,1.0083,0.6711,423.18,3.1002,1.6107,4.5484,1’121.74,14.9833,1.0340,15.7734,12.0754,16.2472,5’330.83,59.4
24 May 1991,59.99,0.5828,0.3363,0.7654,80.40,0.9991,0.6700,422.17,3.0928,1.6055,4.5224,1’119.05,14.9474,1.0299,15.7356,12.0465,16.2077,5’318.05,59.3
27 May 1991,60.01,0.5835,0.3357,0.7651,80.73,0.9907,0.6708,422.67,3.0965,1.6074,4.5278,1’120.39,14.9654,1.0311,15.7545,12.0551,16.2266,5’324.44,59.3
28 May 1991,60.05,0.5830,0.3366,0.7678,80.70,0.9966,0.6684,422.31,3.0972,1.6078,4.5138,1’133.36,14.9258,1.0289,15.7177,12.0623,16.2126,5’319.88,59.4
29 May 1991,59.98,0.5836,0.3337,0.7673,80.38,0.9882,0.6691,422.75,3.1004,1.6095,4.5111,1’134.53,14.9411,1.0300,15.7279,12.0747,16.2287,5’325.35,59.2
30 May 1991,60.11,0.5838,0.3379,0.7665,80.35,1.0000,0.6687,422.89,3.1014,1.6118,4.5144,1’134.91,14.9462,1.0293,15.8909,12.1255,16.2337,5’327.18,59.3
31 May 1991,60.23,0.5837,0.3405,0.7685,80.46,1.0042,0.6681,422.82,3.1009,1.6098,4.5178,1’134.72,14.9437,1.0316,15.7014,12.1234,16.2304,5’326.26,59.5
04 Jun 1991,60.35,0.5827,0.3435,0.7661,81.10,1.0190,0.6669,422.06,3.0941,1.6114,4.5125,1’132.78,14.9410,1.0313,15.6686,12.2367,16.2014,5’535.65,59.6
05 Jun 1991,60.45,0.5840,0.3435,0.7678,81.17,1.0177,0.6689,423.00,3.1010,1.6155,4.5208,1’135.30,14.9744,1.0342,15.7036,12.2698,16.2370,5’548.00,59.7
06 Jun 1991,60.45,0.5828,0.3450,0.7684,81.19,1.0207,0.6682,422.14,3.0947,1.6135,4.5101,1’132.97,14.9436,1.0343,15.6658,12.2388,16.2030,5’536.60,59.7
07 Jun 1991,60.46,0.5810,0.3449,0.7718,80.94,1.0196,0.6670,420.83,3.0851,1.6090,4.4941,1’129.47,14.8974,1.0322,15.6174,12.2010,16.1524,5’519.50,59.7
10 Jun 1991,60.40,0.5780,0.3467,0.7681,81.45,1.0265,0.6616,418.69,3.0923,1.6060,4.4668,1’119.07,14.8969,1.0303,15.7099,12.1438,16.0690,5’491.00,59.7
11 Jun 1991,60.23,0.5763,0.3449,0.7657,81.46,1.0185,0.6597,417.46,3.0832,1.6008,4.4529,1’115.78,14.8531,1.0264,15.6637,12.1196,16.0211,5’474.85,59.5
12 Jun 1991,59.99,0.5733,0.3457,0.7595,81.11,1.0170,0.6556,415.28,3.0672,1.6018,4.4315,1’109.97,14.7758,1.0245,15.4217,12.0049,15.9377,5’446.35,59.2
13 Jun 1991,60.07,0.5724,0.3483,0.7606,81.20,1.0266,0.6545,414.63,3.0623,1.5993,4.4262,1’108.23,14.7412,1.0225,15.4090,12.0204,15.9116,5’437.80,59.4
14 Jun 1991,60.06,0.5732,0.3502,0.7587,80.88,1.0296,0.6550,415.21,3.0666,1.5993,4.4286,1’109.78,14.7618,1.0254,15.4281,12.0372,15.9338,5’445.40,59.3
17 Jun 1991,60.24,0.5745,0.3526,0.7586,80.98,1.0327,0.6559,416.15,3.0736,1.6030,4.4370,1’119.23,14.8182,1.0270,15.6322,12.1564,15.9700,5’457.75,59.4
18 Jun 1991,60.32,0.5756,0.3551,0.7566,81.06,1.0387,0.6573,416.95,3.0795,1.6069,4.4458,1’121.37,14.8465,1.0315,15.4723,12.1797,16.0000,5’468.20,59.5
19 Jun 1991,60.23,0.5749,0.3567,0.7547,81.00,1.0423,0.6571,416.44,3.0757,1.6036,4.4404,1’120.01,14.8285,1.0273,15.4477,12.1534,15.9799,5’461.55,59.5
20 Jun 1991,60.20,0.5764,0.3537,0.7549,80.78,1.0320,0.6580,417.53,3.0837,1.6011,4.4482,1’122.93,14.8672,1.0289,15.4992,12.1563,16.0210,5’475.80,59.4
21 Jun 1991,60.01,0.5755,0.3539,0.7523,80.02,1.0364,0.6578,416.88,3.0789,1.5999,4.4406,1’121.18,14.8440,1.0215,15.4808,12.1373,15.9960,5’467.25,59.2
24 Jun 1991,60.04,0.5749,0.3551,0.7538,80.26,1.0417,0.6571,416.41,3.0771,1.5987,4.4411,1’120.44,14.8056,1.0181,15.4535,12.1591,15.9793,5’461.55,59.3
25 Jun 1991,59.83,0.5749,0.3498,0.7510,79.76,1.0252,0.6565,416.41,3.0771,1.6001,4.4514,1’120.44,14.8056,1.0181,15.4302,12.1419,15.9793,5’461.55,58.9
26 Jun 1991,59.97,0.5764,0.3539,0.7517,79.82,1.0350,0.6582,417.50,3.0852,1.6024,4.4641,1’123.37,14.8442,1.0187,15.4647,12.1563,16.0182,5’475.80,59.1
27 Jun 1991,60.02,0.5774,0.3531,0.7514,79.89,1.0332,0.6595,418.22,3.0905,1.6052,4.4708,1’125.32,14.8699,1.0205,15.4915,12.1716,16.0459,5’485.30,59.1
28 Jun 1991,60.14,0.5782,0.3549,0.7523,79.84,1.0404,0.6603,418.80,3.0948,1.6115,4.4902,1’126.88,14.8905,1.0223,15.5130,12.1885,16.0451,5’492.90,59.2
01 Jul 1991,59.93,0.5754,0.3558,0.7498,79.29,1.0438,0.6574,416.81,3.0841,1.6055,4.4684,1’121.42,14.7880,1.0189,15.2480,13.2860,15.9674,5’466.30,59.0
02 Jul 1991,59.72,0.5719,0.3553,0.7470,79.17,1.0455,0.6534,414.27,3.0654,1.5966,4.4437,1’114.60,14.6980,1.0140,15.0409,13.2223,15.8588,5’433.05,58.8
03 Jul 1991,59.58,0.5687,0.3549,0.7447,79.01,1.0426,0.6497,411.95,3.0482,1.5885,4.4195,1’108.36,14.6158,1.0071,15.1443,14.9454,15.7701,5’402.65,58.6
04 Jul 1991,59.48,0.5673,0.3530,0.7438,79.13,1.0379,0.6481,410.94,3.0407,1.5846,4.4086,1’105.63,14.5798,1.0046,15.1071,14.9086,15.6932,5’389.35,58.5
05 Jul 1991,59.42,0.5668,0.3537,0.7425,78.93,1.0423,0.6481,410.58,3.0381,1.5815,4.4016,1’104.66,14.5669,1.0004,15.1620,14.8955,15.6794,5’384.60,58.5
08 Jul 1991,59.30,0.5681,0.3498,0.7419,78.67,1.0334,0.6507,411.52,3.0450,1.5825,4.4087,1’108.92,14.6004,0.9984,15.1967,14.6911,15.6716,5’396.95,58.4
09 Jul 1991,59.40,0.5689,0.3495,0.7433,79.00,1.0325,0.6531,412.10,3.0493,1.5851,4.4132,1’110.48,14.6209,0.9998,15.2238,14.7118,15.6937,5’404.55,58.5
10 Jul 1991,,,,,,,,,,,,,,,,,,,
11 Jul 1991,58.76,0.5625,0.3472,0.7328,78.01,1.0212,0.6462,407.46,3.0150,1.5677,4.3683,1’097.99,14.4564,0.9886,15.0413,14.5631,15.5171,5’343.75,57.7
12 Jul 1991,58.56,0.5607,0.3491,0.7307,77.86,1.0285,0.6440,406.16,3.0054,1.5588,4.3533,1’094.48,14.4102,0.9813,14.9932,14.5165,15.4675,5’326.65,57.7
15 Jul 1991,58.47,0.5642,0.3428,0.7301,77.32,1.0096,0.6469,412.79,3.0241,1.5712,4.3794,1’101.31,14.4927,0.9862,15.0586,14.6128,15.5640,5’359.90,57.5
16 Jul 1991,,,,,,,,,,,,,,,,,,,
17 Jul 1991,,,,,,,,,,,,,,,,,,,
18 Jul 1991,58.45,0.5650,0.3424,0.7292,77.36,1.0111,0.6534,413.37,3.0284,1.5729,4.3860,1’102.87,14.5132,0.9888,15.1138,14.6166,15.5861,5’367.50,57.5
19 Jul 1991,,,,,,,,,,,,,,,,,,,
22 Jul 1991,58.47,0.5679,0.3361,0.7302,77.52,0.9944,0.6556,415.50,3.0443,1.5806,4.4051,1’105.08,14.5653,0.9944,15.3333,14.6348,15.6661,5’395.05,57.4
23 Jul 1991,58.37,0.5649,0.3382,0.7301,77.61,0.9987,0.6519,413.30,3.0279,1.5744,4.3784,1’099.24,14.4883,0.9886,15.0548,14.5631,15.5833,5’366.55,57.4
24 Jul 1991,58.33,0.5664,0.3360,0.7298,77.67,0.9911,0.6529,414.40,3.0359,1.5755,4.3917,1’102.16,14.5268,0.9890,15.1060,14.5848,15.6247,5’380.80,57.4
25 Jul 1991,58.70,0.5687,0.3381,0.7344,78.31,0.9929,0.6551,416.08,3.0482,1.5828,4.4078,1’106.64,14.5858,0.9953,15.1560,14.6099,15.6882,5’402.65,57.7
26 Jul 1991,58.88,0.5695,0.3391,0.7380,78.81,0.9980,0.6547,416.67,3.0525,1.5868,4.4140,1’108.19,14.6063,0.9967,15.1656,14.6305,15.7102,5’410.25,58.0
29 Jul 1991,59.14,0.5726,0.3419,0.7378,79.10,1.0006,0.6579,418.93,3.0618,1.5954,4.4377,1’119.45,14.7047,1.0014,15.4144,14.7502,15.7957,5’439.70,58.2
30 Jul 1991,58.90,0.5709,0.3390,0.7349,78.73,0.9964,0.6579,417.69,3.0527,1.5911,4.4263,1’116.13,14.6610,0.9974,15.2037,14.6835,15.7488,5’423.55,57.9
31 Jul 1991,58.87,0.5710,0.3393,0.7345,78.68,0.9975,0.6572,417.76,3.0532,1.5910,4.4305,1’116.32,14.6636,0.9955,15.1943,14.7090,15.8453,5’424.50,57.9
01 Aug 1991,58.94,0.5721,0.3395,0.7355,78.46,0.9977,0.6579,418.57,3.0591,1.5936,4.4414,1’118.48,14.6918,1.0012,15.2009,14.7259,15.8014,5’828.27,57.9
02 Aug 1991,58.95,0.5719,0.3413,0.7355,78.67,1.0049,0.6580,418.42,3.0580,1.5913,4.4388,1’118.08,14.6867,0.9922,15.1726,14.7207,15.7747,5’826.23,58.0
05 Aug 1991,59.02,0.5742,0.3394,0.7370,78.84,0.9973,0.6602,417.96,3.0703,1.5972,4.4567,1’122.58,14.7495,0.9936,15.3484,14.7684,15.8364,5’849.66,58.1
06 Aug 1991,58.96,0.5762,0.3363,0.7372,78.79,0.9878,0.6616,419.42,3.0810,1.5988,4.4722,1’126.49,14.8009,0.9928,15.2478,14.7334,15.8599,5’870.04,58.0
07 Aug 1991,58.81,0.5754,0.3366,0.7352,78.20,0.9871,0.6600,418.84,3.0767,1.5926,4.4660,1’124.93,14.7804,0.9931,15.3863,14.7533,15.8149,5’861.89,57.8
08 Aug 1991,59.20,0.5801,0.3375,0.7409,78.63,0.9872,0.6651,422.26,3.1019,1.6065,4.5032,1’134.12,14.9011,0.9978,15.5352,14.8332,15.8947,5’909.77,58.2
09 Aug 1991,58.50,0.5712,0.3352,0.7303,77.83,0.9815,0.6550,415.78,3.0543,1.5827,4.4337,1’116.72,14.6237,0.9825,15.2797,14.6056,15.6509,5’819.10,57.5
12 Aug 1991,58.60,0.5718,0.3373,0.7297,77.98,0.9875,0.6556,418.35,3.0575,1.5875,4.4422,1’115.05,14.6728,0.9843,15.2843,14.8039,15.6673,5’825.21,57.6
13 Aug 1991,58.86,0.5745,0.3380,0.7334,78.33,0.9898,0.6585,420.32,3.0719,1.5941,4.4614,1’120.32,14.7421,0.9886,15.3335,14.8336,15.7413,5’852.72,57.8
14 Aug 1991,58.77,0.5730,0.3385,0.7328,78.13,0.9923,0.6551,419.23,3.0639,1.5921,4.4474,1’117.39,14.7036,0.9861,15.1844,14.9095,15.4710,5’837.44,57.8
15 Aug 1991,58.86,0.5731,0.3398,0.7344,78.27,0.9958,0.6550,419.30,3.0644,1.5928,4.4495,1’117.59,14.7062,0.9857,15.3018,14.8949,15.4640,5’838.46,57.9
16 Aug 1991,59.12,0.5736,0.3430,0.7378,78.61,1.0031,0.6565,419.67,3.0671,1.5942,4.4541,1’118.56,14.7190,0.9908,15.1562,14.9079,15.4872,5’843.55,58.1
19 Aug 1991,,,,,,,,,,,,,,,,,,,
20 Aug 1991,,,,,,,,,,,,,,,,,,,
21 Aug 1991,59.32,0.5755,0.3486,0.7345,78.94,1.0304,0.6584,421.06,3.0773,1.6026,4.4692,1’127.33,14.8325,0.9924,15.2124,14.9285,15.5397,5’862.91,58.4
22 Aug 1991,58.97,0.5753,0.3411,0.7328,78.59,1.0015,0.6576,420.91,3.0762,1.5981,4.4680,1’126.93,14.8273,0.9895,15.1955,14.9290,15.5377,5’860.87,58.0
23 Aug 1991,58.96,0.5750,0.3407,0.7308,78.55,0.9978,0.6580,420.69,3.0746,1.5990,4.4646,1’126.35,14.8196,0.9931,15.1932,14.9213,15.5290,5’857.81,57.9
26 Aug 1991,58.94,0.5739,0.3422,0.7297,78.61,1.0019,0.6563,420.22,3.0687,1.5968,4.4561,1’125.96,14.7532,0.9895,15.3289,14.8812,15.4953,5’846.61,57.9
27 Aug 1991,58.91,0.5735,0.3411,0.7314,78.53,1.0010,0.6547,419.93,3.0666,1.5962,4.4530,1’125.17,14.7429,0.9881,15.1575,14.8766,15.4845,5’842.53,57.9
28 Aug 1991,59.08,0.5749,0.3434,0.7327,78.81,1.0103,0.6560,420.96,3.0741,1.6009,4.4621,1’127.92,14.7789,0.9888,15.3499,14.8727,15.5200,5’856.79,58.1
29 Aug 1991,59.07,0.5757,0.3411,0.7342,78.71,1.0016,0.6564,421.54,3.0783,1.6018,4.4673,1’129.49,14.7995,0.9916,15.2044,14.8185,15.5439,5’864.94,58.1
30 Aug 1991,58.93,0.5739,0.3407,0.7315,78.60,1.0009,0.6552,420.22,3.0687,1.5968,4.4533,1’125.96,14.7532,0.9863,15.1625,14.7722,15.4953,5’846.61,57.9
02 Sep 1991,58.92,0.5739,0.3415,0.7318,78.52,1.0031,0.6552,420.22,3.0687,1.5968,4.4533,1’125.96,14.7532,0.9863,15.1625,14.8252,15.4953,6’599.85,57.9
03 Sep 1991,58.90,0.5728,0.3392,0.7363,78.28,0.9980,0.6537,423.95,3.0628,1.5933,4.4458,1’124.02,14.7098,0.9839,15.2938,14.7954,15.4656,6’587.20,57.9
04 Sep 1991,,,,,,,,,,,,,,,,,,,
05 Sep 1991,58.92,0.5756,0.3398,0.7327,77.91,1.0001,0.6568,426.02,3.0778,1.5998,4.4631,1’129.51,14.7817,0.9888,15.1382,14.8447,15.5412,6’619.40,57.8
06 Sep 1991,59.48,0.5809,0.3428,0.7411,78.92,1.0097,0.6619,429.95,3.1061,1.6114,4.5066,1’139.91,14.9178,0.9967,15.2080,14.9814,15.6843,6’680.35,58.5
09 Sep 1991,59.19,0.5817,0.3372,0.7380,78.62,0.9931,0.6628,430.54,3.1104,1.6100,4.5090,1’142.38,14.8925,0.9871,15.4326,15.0020,15.7059,6’689.55,58.2
10 Sep 1991,59.09,0.5823,0.3352,0.7369,78.38,0.9831,0.6638,430.98,3.1136,1.6037,4.5045,1’143.56,14.9078,0.9913,15.3112,15.0059,15.7221,6’696.45,58.1
11 Sep 1991,59.13,0.5820,0.3361,0.7380,78.41,0.9845,0.6623,430.76,3.1120,1.6055,4.5109,1’142.97,14.9002,0.9911,15.2949,15.0098,15.7140,6’693.00,58.1
12 Sep 1991,59.30,0.5853,0.3373,0.7382,78.70,0.9859,0.6655,433.20,3.1297,1.6124,4.5347,1’149.45,14.9846,0.9939,15.3759,15.0890,15.8031,6’730.95,58.3
13 Sep 1991,59.31,0.5854,0.3393,0.7365,78.61,0.9903,0.6647,433.28,3.1302,1.6131,4.5362,1’149.65,14.9872,0.9942,15.3725,15.0916,15.7865,6’732.10,58.3
16 Sep 1991,59.31,0.5862,0.3388,0.7361,78.66,0.9896,0.6659,433.90,3.1494,1.6158,4.5417,1’152.58,14.9962,0.9947,15.3584,15.1533,15.8040,6’741.30,58.3
17 Sep 1991,59.30,0.5878,0.3376,0.7360,78.55,0.9824,0.6680,435.09,3.1580,1.6166,4.5552,1’155.72,15.0371,0.9954,15.4884,15.2593,15.8706,6’759.70,58.3
18 Sep 1991,59.30,0.5878,0.3376,0.7339,78.73,0.9843,0.6683,435.09,3.1580,1.6171,4.5598,1’155.72,15.0371,0.9949,15.4003,15.2181,15.8706,6’759.70,58.2
19 Sep 1991,59.18,0.5839,0.3386,0.7344,78.55,0.9867,0.6623,432.20,3.1370,1.6059,4.5260,1’148.05,14.9373,0.9885,15.3214,15.1172,15.7653,6’714.85,58.1
20 Sep 1991,59.24,0.5845,0.3383,0.7344,78.75,0.9888,0.6632,432.64,3.1402,1.6075,4.5328,1’149.23,14.9527,0.9907,15.3840,15.1327,15.7581,6’721.75,58.2
23 Sep 1991,59.17,0.5861,0.3369,0.7338,78.55,0.9836,0.6647,434.31,3.1512,1.6088,4.5462,1’154.19,14.9821,0.9905,15.3909,15.1741,15.8247,6’740.15,58.1
24 Sep 1991,59.03,0.5861,0.3362,0.7322,77.83,0.9793,0.6644,434.31,3.1512,1.6102,4.5438,1’154.19,14.9821,0.9920,15.3909,15.1624,15.7567,6’740.15,57.9
25 Sep 1991,57.90,0.5732,0.3313,0.7179,76.40,0.9658,0.6500,424.75,3.0818,1.5739,4.4400,1’128.79,14.6524,0.9704,15.0866,14.8058,15.4735,6’591.80,56.8
26 Sep 1991,57.49,0.5690,0.3280,0.7161,75.81,0.9565,0.6461,421.64,3.0592,1.5632,4.4068,1’120.52,14.5450,0.9644,14.9705,14.6802,15.3630,6’543.50,56.5
27 Sep 1991,57.43,0.5673,0.3280,0.7156,75.86,0.9568,0.6431,420.38,3.0501,1.5585,4.3953,1’117.17,14.5015,0.9604,14.8972,14.6363,15.2553,6’523.95,56.4
30 Sep 1991,57.26,0.5693,0.3259,0.7113,75.65,0.9489,0.6442,420.83,3.0608,1.5589,4.4074,1’120.89,14.5452,0.9592,14.9156,14.6709,15.3711,6’546.95,56.3
01 Oct 1991,57.19,0.5680,0.3250,0.7102,75.62,0.9473,0.6427,419.87,3.0538,1.5557,4.3966,1’118.33,14.5120,0.9588,14.8532,14.6374,15.2894,6’532.00,56.2
02 Oct 1991,57.35,0.5693,0.3257,0.7132,75.84,0.9495,0.6439,420.83,3.0608,1.5572,4.4091,1’120.89,14.5452,0.9599,14.9156,14.6538,15.3711,6’546.95,56.3
03 Oct 1991,57.29,0.5712,0.3257,0.7126,75.08,0.9490,0.6460,422.24,3.0711,1.5628,4.4224,1’124.63,14.5938,0.9647,14.9541,14.7141,15.4224,6’568.80,56.2
04 Oct 1991,57.12,0.5689,0.3257,0.7147,74.04,0.9494,0.6434,420.54,3.0587,1.5586,4.4043,1’120.10,14.5350,0.9629,15.0304,14.6549,15.3603,6’542.35,56.0
07 Oct 1991,56.92,0.5664,0.3261,0.7136,73.31,0.9503,0.6398,424.46,3.0427,1.5535,4.3876,1’115.18,14.4379,0.9566,14.7662,14.5848,15.2922,6’513.60,55.8
08 Oct 1991,57.17,0.5684,0.3275,0.7150,73.76,0.9543,0.6412,425.96,3.0535,1.5603,4.4052,1’119.12,14.4889,0.9634,14.8921,14.6818,15.3468,6’536.60,56.0
09 Oct 1991,55.51,0.5482,0.3222,0.6895,71.61,0.9355,0.6192,410.82,2.9449,1.5036,4.2513,1’079.35,13.9740,0.9309,14.3903,14.1436,14.7915,6’304.30,54.3
10 Oct 1991,57.08,0.5667,0.3300,0.7134,73.57,0.9584,0.6401,424.69,3.0443,1.5526,4.3906,1’115.77,14.4456,0.9623,14.8192,14.6209,15.2975,6’517.05,56.0
11 Oct 1991,,,,,,,,,,,,,,,,,,,56.0
14 Oct 1991,57.01,0.5674,0.3298,0.7104,73.14,0.9603,0.6403,425.21,3.0481,1.5562,4.3930,1’117.15,14.4634,0.9609,14.8092,14.6507,15.3113,6’525.10,55.8
15 Oct 1991,57.18,0.5677,0.3316,0.7101,73.62,0.9665,0.6413,425.40,3.0542,1.5596,4.4035,1’120.83,14.4748,0.9633,14.8225,14.6580,15.3279,6’528.55,56.0
16 Oct 1991,57.21,0.5672,0.3333,0.7115,73.67,0.9707,0.6415,425.03,3.0515,1.5582,4.3986,1’119.84,14.4620,0.9614,14.9515,14.6451,15.3144,6’522.80,56.0
17 Oct 1991,57.19,0.5673,0.3319,0.7127,73.54,0.9663,0.6402,425.10,3.0521,1.5585,4.4007,1’120.04,14.4646,0.9602,14.9711,14.6363,15.3171,6’523.95,56.0
18 Oct 1991,58.38,0.5874,0.3418,0.7100,76.02,0.9956,0.6620,440.16,3.1602,1.6124,4.5531,1’159.72,14.9771,0.9942,15.3428,15.1549,15.8598,6’755.10,55.9
21 Oct 1991,57.06,0.5672,0.3291,0.7106,73.79,0.9579,0.6390,424.55,3.0515,1.5574,4.3986,1’121.39,14.4805,0.9614,14.8152,14.6338,15.3144,6’522.80,55.9
22 Oct 1991,57.08,0.5664,0.3299,0.7111,73.99,0.9586,0.6381,423.95,3.0472,1.5560,4.3917,1’119.81,14.4600,0.9615,14.8001,14.6358,15.2928,6’513.60,56.0
